country,year,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp,electricity_demand,electricity_demand_per_capita,fossil_fuel_consumption,fossil_electricity,fossil_share_energy,renewables_consumption,renewables_electricity,renewables_share_energy,low_carbon_electricity,low_carbon_share_energy,solar_electricity,wind_electricity,hydro_electricity
Norway,2020,5379275.0,449485260525.0,556.381,103430.57,1.238,133.85,24882.537,154.663,2.29,29.037,377.977,152.03,70.963,152.03,70.963,0.08,9.91,141.8
Norway,2021,5408082.0,467007972731.0,569.2,105249.945,1.219,139.55,25803.973,156.456,1.07,28.695,388.789,156.06,71.305,156.06,71.305,0.11,11.76,143.97
Norway,2022,5456796.0,482328451592.0,533.568,97780.367,1.106,132.9,24354.949,155.415,1.97,30.352,356.634,143.45,69.648,143.45,69.648,0.17,14.8,128.24
Norway,2023,5519167.0,482328451592.0,551.496,99923.812,1.106,135.79,24603.35,154.257,2.35,29.242,373.262,151.18,70.758,151.18,70.758,0.36,13.86,136.71
Norway,2024,5576656.0,482328451592.0,555.626,99634.312,1.106,137.68,24688.629,150.112,2.51,28.188,382.426,153.61,71.812,153.61,71.812,0.36,14.5,138.5
Poland,1990,38055448.0,310673160937.0,1210.33,31804.375,3.896,133.39,3505.149,1205.964,132.94,99.661,4.108,1.49,0.339,1.49,0.339,0.0,0.0,1.44
Poland,1991,38152947.0,291288814472.0,1184.164,31037.289,4.065,130.1,3409.959,1179.685,131.22,99.644,4.218,1.5,0.356,1.5,0.356,0.0,0.0,1.42
Poland,1992,38233636.0,301270050123.0,1132.397,29617.811,3.759,126.65,3312.528,1127.586,129.06,99.6,4.533,1.62,0.4,1.62,0.4,0.0,0.0,1.51
Poland,1993,38294882.0,315272045792.0,1131.848,29556.105,3.59,129.37,3378.258,1127.253,130.23,99.618,4.324,1.55,0.382,1.55,0.382,0.0,0.0,1.49
Poland,1994,38344312.0,334402893305.0,1083.18,28248.781,3.239,130.61,3406.242,1077.893,131.51,99.541,4.973,1.78,0.459,1.78,0.459,0.0,0.0,1.73
Poland,1995,38364668.0,360934041475.0,1108.723,28899.574,3.072,134.25,3499.313,1102.926,135.09,99.508,5.454,1.96,0.492,1.96,0.492,0.0,0.0,1.89
Poland,1996,38359164.0,386314591617.0,1163.95,30343.461,3.013,138.07,3599.401,1157.815,139.13,99.503,5.78,2.06,0.497,2.06,0.497,0.0,0.0,1.93
Poland,1997,38348307.0,414942244343.0,1152.541,30054.537,2.778,138.76,3618.413,1146.197,138.81,99.481,5.981,2.13,0.519,2.13,0.519,0.0,0.0,1.96
Poland,1998,38326431.0,437955026714.0,1104.199,28810.391,2.521,137.3,3582.384,1096.658,138.24,99.356,7.112,2.53,0.644,2.53,0.644,0.0,0.0,2.31
Poland,1999,38287717.0,462542429541.0,1082.722,28278.568,2.341,135.06,3527.502,1075.722,137.65,99.39,6.6,2.34,0.61,2.34,0.61,0.0,0.0,2.15
Poland,2000,38258077.0,488207682001.0,1017.525,26596.332,2.084,136.81,3575.977,1010.577,140.85,99.356,6.555,2.33,0.644,2.33,0.644,0.0,0.0,2.11
Poland,2001,38247359.0,499086644170.0,1010.456,26418.986,2.025,136.99,3581.685,1002.168,140.94,99.223,7.849,2.78,0.777,2.78,0.777,0.0,0.01,2.33
Poland,2002,38229407.0,514089670231.0,999.579,26146.867,1.944,135.42,3542.299,991.386,139.72,99.225,7.745,2.77,0.775,2.77,0.775,0.0,0.06,2.28
Poland,2003,38203527.0,537330337680.0,1034.207,27070.973,1.925,139.85,3660.657,1027.221,147.76,99.358,6.64,2.25,0.642,2.25,0.642,0.0,0.12,1.67
Poland,2004,38167568.0,570430122148.0,1041.219,27280.193,1.825,143.25,3753.187,1031.939,149.34,99.151,8.841,3.2,0.849,3.2,0.849,0.0,0.14,2.08
Poland,2005,38124377.0,595958527688.0,1061.937,27854.531,1.782,144.1,3779.734,1049.876,151.44,98.912,11.55,3.85,1.088,3.85,1.088,0.0,0.14,2.2
Poland,2006,38071169.0,638713864539.0,1110.359,29165.352,1.738,149.71,3932.372,1096.479,156.41,98.797,13.351,4.29,1.203,4.29,1.203,0.0,0.26,2.04
Poland,2007,38020420.0,690249985288.0,1104.644,29053.967,1.6,153.17,4028.625,1087.269,153.09,98.485,16.72,5.43,1.515,5.43,1.515,0.0,0.52,2.35
Poland,2008,37995902.0,726319216200.0,1124.428,29593.398,1.548,153.83,4048.594,1099.47,147.89,97.846,24.202,6.61,2.154,6.61,2.154,0.0,0.84,2.15
Poland,2009,38002153.0,760579624624.0,1085.191,28556.041,1.427,148.67,3912.147,1052.565,142.17,97.077,31.695,8.69,2.923,8.69,2.923,0.0,1.08,2.38
Poland,2010,38095356.0,795619859853.0,1157.25,30377.729,1.455,155.42,4079.762,1116.974,145.89,96.621,39.067,10.88,3.379,10.88,3.379,0.0,1.66,2.92
Poland,2011,38208644.0,843236863910.0,1162.666,30429.385,1.379,157.63,4125.506,1115.249,149.74,96.041,45.976,13.13,3.959,13.13,3.959,0.0,3.2,2.33
Poland,2012,38247867.0,856266755052.0,1127.927,29489.93,1.317,158.64,4147.682,1068.362,144.6,94.87,57.77,16.88,5.13,16.88,5.13,0.0,4.75,2.04
Poland,2013,38259267.0,863601156195.0,1131.318,29569.779,1.31,159.26,4162.651,1072.273,146.72,94.948,57.048,17.06,5.052,17.06,5.052,0.0,6.0,2.44
Poland,2014,38265113.0,896737189458.0,1089.354,28468.607,1.215,160.52,4194.944,1022.682,138.5,94.078,64.378,19.85,5.922,19.85,5.922,0.01,7.68,2.18
Poland,2015,38266314.0,936043804062.0,1103.013,28824.648,1.178,163.97,4284.97,1030.028,141.61,93.613,70.274,22.69,6.387,22.69,6.387,0.06,10.86,1.83
Poland,2016,38263260.0,963689941627.0,1150.245,30061.346,1.194,168.0,4390.635,1079.833,143.19,94.122,67.435,22.81,5.878,22.81,5.878,0.12,12.59,2.14
Poland,2017,38254964.0,1013223736654.0,1208.289,31585.154,1.193,172.2,4501.376,1133.63,145.78,94.076,71.379,24.13,5.924,24.13,5.924,0.17,14.91,2.56
Poland,2018,38241070.0,1073462064151.0,1222.083,31957.33,1.138,175.12,4579.37,1150.725,147.81,94.379,68.534,21.62,5.621,21.62,5.621,0.3,12.8,1.97
Poland,2019,38225884.0,1121231497071.0,1187.268,31059.262,1.059,173.84,4547.704,1104.451,137.76,93.29,79.444,25.46,6.71,25.46,6.71,0.71,15.11,1.96
Poland,2020,38171005.0,1098581305284.0,1139.234,29845.539,1.037,170.42,4464.646,1048.529,128.92,92.337,87.02,28.23,7.663,28.23,7.663,1.96,15.8,2.12
Poland,2021,38040303.0,1173809548862.0,1224.758,32196.334,1.043,179.68,4723.411,1127.997,148.23,92.401,92.762,30.56,7.599,30.56,7.599,3.93,16.23,2.34
Poland,2022,38385734.0,1231021338216.0,1186.868,30919.512,0.964,176.92,4609.004,1071.105,140.91,90.63,110.737,37.69,9.37,37.69,9.37,8.31,19.78,1.97
Poland,2023,38762847.0,1231021338216.0,1132.88,29225.926,0.964,168.19,4338.949,993.986,119.66,88.248,132.366,44.79,11.752,44.79,11.752,11.11,23.11,2.41
Poland,2024,38539209.0,1231021338216.0,1125.569,29205.824,0.964,173.02,4489.454,972.705,118.51,86.955,145.929,52.54,13.045,52.54,13.045,17.66,24.82,2.11
Portugal,1990,9989526.0,171225929203.0,202.652,20286.498,1.184,28.37,2839.975,173.362,18.5,86.264,27.604,9.83,13.736,9.83,13.736,0.0,0.0,9.14
Portugal,1991,9969181.0,177606537211.0,210.487,21113.816,1.185,29.81,2990.216,181.151,19.88,86.752,27.663,9.84,13.248,9.84,13.248,0.0,0.0,9.03
Portugal,1992,9960345.0,183951331948.0,214.65,21550.443,1.167,30.82,3094.27,198.071,23.99,92.661,15.688,5.49,7.339,5.49,7.339,0.0,0.0,4.61
Portugal,1993,9972341.0,183378088561.0,220.117,22072.75,1.2,31.01,3109.601,191.951,21.41,87.839,26.574,9.43,12.161,9.43,12.161,0.0,0.01,8.52
Portugal,1994,9998487.0,186788072120.0,229.924,22995.904,1.231,32.01,3201.484,195.283,19.49,85.666,32.675,11.63,14.334,11.63,14.334,0.0,0.02,10.65
Portugal,1995,10031756.0,191728089193.0,244.811,24403.65,1.277,33.82,3371.294,216.821,23.53,89.132,26.438,9.38,10.868,9.38,10.868,0.0,0.02,8.33
Portugal,1996,10067655.0,199215852007.0,252.361,25066.492,1.267,35.31,3507.272,205.447,18.42,82.29,44.214,15.78,17.71,15.78,17.71,0.0,0.02,14.75
Portugal,1997,10110548.0,208848444082.0,256.375,25357.215,1.228,36.79,3638.774,214.057,19.66,84.286,39.908,14.23,15.714,14.23,15.714,0.0,0.04,13.1
Portugal,1998,10159524.0,219709918106.0,279.492,27510.383,1.272,39.02,3840.731,237.411,24.6,85.678,39.687,14.15,14.322,14.15,14.322,0.0,0.09,12.98
Portugal,1999,10214877.0,229149917332.0,285.076,27907.893,1.244,41.88,4099.903,259.24,34.12,91.381,24.453,8.62,8.619,8.62,8.619,0.0,0.12,7.26
Portugal,2000,10283196.0,238756377443.0,294.029,28593.107,1.232,44.14,4292.44,255.682,30.34,87.591,36.223,12.87,12.409,12.87,12.409,0.0,0.17,11.32
Portugal,2001,10354329.0,244348167969.0,298.777,28855.318,1.223,46.3,4471.56,252.202,30.32,85.142,44.011,15.74,14.858,15.74,14.858,0.0,0.26,14.03
Portugal,2002,10413045.0,247190712485.0,296.891,28511.492,1.201,47.45,4556.784,268.092,35.82,90.767,27.27,9.73,9.233,9.73,9.233,0.0,0.36,7.8
Portugal,2003,10454246.0,245847246169.0,305.177,29191.654,1.241,49.18,4704.309,253.432,28.69,83.843,48.838,17.7,16.157,17.7,16.157,0.0,0.5,15.72
Portugal,2004,10481386.0,251279602163.0,298.751,28503.047,1.189,51.16,4881.034,262.782,32.37,88.525,34.061,12.31,11.475,12.31,11.475,0.0,0.82,9.87
Portugal,2005,10502993.0,254196923131.0,298.263,28397.916,1.173,52.83,5029.995,274.163,37.76,92.299,22.875,8.25,7.701,8.25,7.701,0.0,1.77,4.73
Portugal,2006,10524123.0,259159946424.0,295.874,28113.924,1.142,53.84,5115.866,249.968,32.68,85.192,43.448,15.72,14.808,15.72,14.808,0.0,2.93,11.0
Portugal,2007,10546822.0,266663287450.0,297.491,28206.701,1.116,54.2,5138.989,249.533,30.5,84.565,45.547,16.21,15.435,16.21,15.435,0.02,4.04,10.09
Portugal,2008,10564086.0,268239264717.0,285.505,27025.984,1.064,54.77,5184.547,242.072,30.7,85.447,41.23,14.64,14.553,14.64,14.553,0.04,5.76,6.8
Portugal,2009,10576265.0,261270596745.0,288.234,27252.889,1.103,54.16,5120.9,233.716,31.09,81.867,51.767,18.29,18.133,18.29,18.133,0.16,7.58,8.28
Portugal,2010,10578659.0,267277408809.0,304.105,28746.99,1.138,56.1,5303.129,220.531,25.13,73.598,79.11,28.35,26.402,28.35,26.402,0.21,9.18,16.15
Portugal,2011,10557050.0,263425010810.0,289.831,27453.758,1.1,54.59,5170.952,218.494,27.67,76.34,67.716,24.11,23.66,24.11,23.66,0.28,9.16,11.54
Portugal,2012,10513155.0,252737143203.0,264.467,25155.795,1.046,53.33,5072.692,206.804,26.07,79.035,54.858,19.37,20.965,19.37,20.965,0.39,10.26,5.62
Portugal,2013,10458287.0,250405237435.0,289.661,27696.83,1.157,53.13,5080.182,204.735,20.88,71.798,80.419,29.47,28.202,29.47,28.202,0.48,12.01,13.73
Portugal,2014,10406203.0,252388910611.0,291.774,28038.432,1.156,52.7,5064.287,201.599,20.23,70.239,85.419,31.57,29.761,31.57,29.761,0.63,12.11,15.57
Portugal,2015,10370264.0,256911888409.0,289.522,27918.504,1.127,53.41,5150.303,218.28,26.78,76.315,67.745,24.36,23.685,24.36,23.685,0.8,11.6,8.66
Portugal,2016,10346377.0,262100101273.0,309.867,29949.295,1.182,53.96,5215.352,218.771,26.75,71.732,86.212,32.3,28.268,32.3,28.268,0.87,12.47,15.72
Portugal,2017,10330838.0,271290329012.0,301.878,29221.047,1.113,54.91,5315.154,237.15,35.01,79.394,61.549,22.58,20.606,22.58,20.606,0.99,12.25,5.9
Portugal,2018,10325355.0,279020275961.0,304.09,29450.785,1.09,55.69,5393.519,221.323,28.94,73.8,78.575,29.41,26.2,29.41,26.2,1.01,12.62,12.39
Portugal,2019,10343218.0,286505655767.0,293.057,28333.217,1.023,55.0,5317.494,215.787,24.19,74.634,73.342,27.41,25.366,27.41,25.366,1.34,13.67,8.82
Portugal,2020,10370519.0,262724232089.0,265.248,25577.088,1.01,52.85,5096.177,181.059,21.28,69.365,79.964,30.11,30.635,30.11,30.635,1.72,12.3,12.08
Portugal,2021,10390957.0,277181288542.0,266.49,25646.334,0.961,53.97,5193.939,177.731,17.68,67.803,84.396,31.54,32.197,31.54,32.197,2.24,13.21,11.91
Portugal,2022,10417074.0,295712910456.0,262.58,25206.664,0.888,55.58,5335.472,184.476,18.72,71.247,74.449,27.61,28.753,27.61,28.753,3.52,13.25,6.54
Portugal,2023,10430735.0,295712910456.0,265.97,25498.699,0.888,56.42,5409.015,170.534,11.78,65.33,90.499,34.41,34.67,34.41,34.67,5.16,13.2,12.04
Portugal,2024,10425291.0,295712910456.0,270.242,25921.791,0.888,57.79,5543.25,159.505,7.0,60.259,105.193,40.32,39.741,40.32,39.741,7.09,14.39,14.89
Romania,1990,22939530.0,127957829968.0,735.215,32050.145,5.746,73.78,3216.282,701.467,52.89,95.676,31.703,11.41,4.324,11.41,4.324,0.0,0.0,11.41
Romania,1991,22947416.0,114884267222.0,624.444,27211.963,5.435,63.85,2782.448,581.308,42.21,93.483,40.522,14.59,6.517,14.59,6.517,0.0,0.0,14.59
Romania,1992,22912389.0,109843021990.0,550.674,24033.893,5.013,58.21,2540.547,516.071,42.31,94.074,32.506,11.7,5.926,11.7,5.926,0.0,0.0,11.7
Romania,1993,22842257.0,115101791639.0,535.222,23431.217,4.65,57.23,2505.444,497.464,42.59,93.344,35.47,12.77,6.656,12.77,6.656,0.0,0.0,12.77
Romania,1994,22756247.0,123373706511.0,504.851,22185.154,4.092,55.76,2450.316,466.274,41.99,92.788,36.239,13.05,7.212,13.05,7.212,0.0,0.0,13.05
Romania,1995,22657722.0,136457737663.0,554.803,24486.252,4.066,59.35,2619.416,505.442,42.36,91.597,46.369,16.69,8.403,16.69,8.403,0.0,0.0,16.69
Romania,1996,22541915.0,146513857110.0,551.402,24461.168,3.763,61.84,2743.334,500.881,43.88,91.319,43.764,15.76,7.979,17.15,8.681,0.0,0.0,15.76
Romania,1997,22411511.0,145416621981.0,523.325,23350.738,3.599,56.94,2540.659,456.194,33.8,87.752,48.67,17.52,9.362,22.92,12.248,0.0,0.0,17.51
Romania,1998,22284901.0,144240925408.0,478.845,21487.428,3.32,53.38,2395.344,407.926,28.79,85.853,52.476,18.89,11.044,24.2,14.147,0.0,0.0,18.88
Romania,1999,22166156.0,148247538550.0,421.171,19000.631,2.841,49.64,2239.45,352.338,26.98,84.376,50.806,18.29,12.167,23.49,15.624,0.0,0.0,18.29
Romania,2000,22046264.0,157839292272.0,420.332,19065.902,2.663,50.86,2306.967,361.152,31.32,86.533,41.05,14.78,9.836,20.24,13.467,0.0,0.0,14.78
Romania,2001,21919916.0,173763436827.0,425.105,19393.555,2.446,52.24,2383.221,365.912,33.18,86.672,41.224,14.92,9.765,20.37,13.328,0.0,0.0,14.92
Romania,2002,21770020.0,190219311781.0,441.307,20271.309,2.32,51.57,2368.854,379.02,32.86,86.515,43.971,16.05,10.037,21.56,13.485,0.0,0.0,16.05
Romania,2003,21593448.0,204513401651.0,441.244,20434.184,2.158,52.76,2443.334,389.129,36.67,88.714,36.137,13.26,8.239,18.17,11.286,0.0,0.0,13.26
Romania,2004,21403215.0,228570981481.0,459.247,21456.91,2.009,55.29,2583.257,396.308,34.41,86.889,44.763,16.51,9.814,22.06,13.111,0.0,0.0,16.51
Romania,2005,21213395.0,244044803180.0,460.449,21705.584,1.887,56.43,2660.112,387.305,33.56,84.828,54.339,20.22,11.901,25.77,15.172,0.0,0.0,20.21
Romania,2006,21035732.0,274969703969.0,467.61,22229.311,1.701,58.29,2771.0,399.986,38.57,86.178,49.095,18.36,10.578,23.99,13.822,0.0,0.0,18.36
Romania,2007,20870714.0,304650701380.0,451.004,21609.418,1.48,59.47,2849.447,384.348,37.84,85.81,43.053,16.01,9.612,23.72,14.19,0.0,0.0,15.97
Romania,2008,20718745.0,339689310169.0,449.797,21709.68,1.324,60.61,2925.37,370.541,36.41,83.045,46.033,17.22,10.317,28.45,16.955,0.0,0.0,17.2
Romania,2009,20576922.0,326954238767.0,392.122,19056.42,1.199,55.29,2686.991,316.715,30.29,81.447,41.301,15.55,10.621,27.3,18.553,0.0,0.01,15.53
Romania,2010,20432575.0,335489566640.0,396.424,19401.561,1.182,58.15,2845.946,307.746,28.5,78.453,54.252,20.3,13.83,31.92,21.547,0.0,0.31,19.88
Romania,2011,20282009.0,350086824382.0,408.341,20133.164,1.166,59.89,2952.863,329.989,33.73,81.487,44.535,16.32,10.997,28.07,18.513,0.0,1.39,14.73
Romania,2012,20158451.0,356825919340.0,393.332,19512.025,1.102,58.79,2916.395,320.12,32.14,82.024,40.606,14.93,10.404,26.4,17.976,0.01,2.64,12.07
Romania,2013,20062913.0,357789262640.0,369.577,18420.879,1.033,56.17,2799.693,282.826,26.42,77.365,53.035,20.15,14.507,31.77,22.635,0.42,4.52,14.96
Romania,2014,19968179.0,372532510801.0,379.116,18986.027,1.018,57.79,2894.105,279.122,26.12,74.552,65.569,27.12,17.513,38.8,25.448,1.62,6.2,18.8
Romania,2015,19871018.0,384306463712.0,381.136,19180.48,0.992,58.93,2965.626,278.398,27.83,73.974,68.48,26.19,18.196,37.83,26.026,1.98,7.06,16.63
Romania,2016,19777049.0,395288226514.0,381.085,19269.059,0.964,59.2,2993.369,276.755,25.96,73.592,70.954,26.97,18.867,38.26,26.408,1.82,6.59,18.03
Romania,2017,19689405.0,456012361225.0,387.936,19702.773,0.851,60.65,3080.337,290.456,27.74,75.748,64.221,24.29,16.748,35.8,24.252,1.86,7.41,14.49
Romania,2018,19597874.0,473122658487.0,392.051,20004.775,0.829,61.53,3139.626,290.216,26.5,74.921,68.848,26.19,17.773,37.57,25.079,1.77,6.32,17.66
Romania,2019,19501542.0,456564507688.0,383.818,19681.396,0.841,60.28,3091.038,285.765,22.85,75.341,65.608,24.63,17.297,35.91,24.659,1.78,6.77,15.58
Romania,2020,19392467.0,483499378450.0,369.489,19053.199,0.764,58.0,2990.852,270.632,19.13,74.128,66.143,24.61,18.117,36.08,25.872,1.73,6.95,15.38
Romania,2021,19248159.0,505119539256.0,390.003,20261.834,0.772,60.76,3156.666,287.704,20.94,74.637,69.975,26.34,18.153,37.62,25.363,1.7,6.58,17.41
Romania,2022,19166776.0,504741667296.0,360.166,18791.148,0.714,55.96,2919.635,265.593,20.03,74.567,63.34,23.62,17.783,34.71,25.433,1.99,7.0,13.98
Romania,2023,19118482.0,504741667296.0,359.369,18796.941,0.714,53.93,2820.831,252.935,17.4,71.388,74.08,28.36,20.908,39.55,28.612,2.23,7.55,18.14
Romania,2024,19015096.0,504741667296.0,355.471,18694.158,0.714,55.68,2928.2,257.511,17.29,73.311,67.132,24.52,19.112,35.43,26.689,3.42,6.43,14.19
Slovakia,1990,5266077.0,65119612994.0,248.354,47161.055,3.814,30.69,5827.868,208.642,11.57,84.369,5.222,1.88,2.112,13.92,15.631,0.0,0.0,1.88
Slovakia,1991,5284876.0,55297380289.0,222.188,42042.316,4.018,28.6,5411.669,184.857,11.16,83.556,3.911,1.41,1.768,13.1,16.444,0.0,0.0,1.41
Slovakia,1992,5306445.0,51864851101.0,213.742,40279.746,4.121,26.71,5033.501,176.66,10.25,83.042,5.381,1.94,2.529,12.99,16.958,0.0,0.0,1.94
Slovakia,1993,5326363.0,55439229551.0,209.976,39422.043,3.788,25.47,4781.875,167.133,9.09,80.095,9.631,3.47,4.615,14.96,19.905,0.0,0.0,3.47
Slovakia,1994,5343230.0,58762730616.0,206.843,38711.277,3.52,25.9,4847.255,158.227,8.51,77.067,12.097,4.36,5.892,16.96,22.933,0.0,0.0,4.36
Slovakia,1995,5354287.0,63261333115.0,209.749,39174.078,3.316,27.81,5193.969,162.867,10.11,78.229,13.556,4.88,6.511,16.32,21.771,0.0,0.0,4.88
Slovakia,1996,5362430.0,67378056744.0,211.202,39385.582,3.135,28.98,5404.266,166.784,9.98,79.507,11.742,4.23,5.597,15.48,20.493,0.0,0.0,4.23
Slovakia,1997,5369781.0,71311497148.0,207.321,38608.91,2.907,29.09,5417.353,163.884,9.91,79.582,11.289,4.06,5.482,15.13,20.418,0.0,0.0,4.06
Slovakia,1998,5374801.0,74015465370.0,209.521,38982.078,2.831,27.02,5027.163,164.573,10.07,79.093,11.853,4.27,5.696,15.66,20.907,0.0,0.0,4.27
Slovakia,1999,5378105.0,73695869861.0,211.293,39287.695,2.867,28.67,5330.874,160.844,10.52,76.699,12.428,4.47,5.926,17.59,23.301,0.0,0.0,4.47
Slovakia,2000,5380001.0,74595099937.0,218.247,40566.387,2.926,28.08,5219.33,157.799,9.68,72.908,12.819,4.61,5.923,21.1,27.092,0.0,0.0,4.61
Slovakia,2001,5379439.0,76744257548.0,224.558,41743.789,2.926,28.14,5231.029,161.038,9.64,72.307,14.431,5.08,6.48,22.18,27.693,0.0,0.0,4.93
Slovakia,2002,5377685.0,80059373942.0,226.427,42104.883,2.828,28.02,5210.42,160.25,8.81,71.421,14.939,5.42,6.658,23.37,28.579,0.0,0.0,5.27
Slovakia,2003,5376197.0,84281952821.0,219.883,40899.352,2.609,28.72,5342.066,159.734,9.54,73.196,9.818,3.58,4.499,21.44,26.804,0.0,0.0,3.48
Slovakia,2004,5376038.0,88594621302.0,215.043,40000.277,2.427,28.6,5319.903,156.056,9.3,73.129,11.2,4.13,5.248,21.16,26.871,0.0,0.01,4.1
Slovakia,2005,5376697.0,94444699022.0,226.267,42082.98,2.396,28.07,5220.677,164.046,8.93,73.105,12.697,4.68,5.658,22.41,26.895,0.0,0.01,4.64
Slovakia,2006,5376847.0,102275719553.0,220.178,40949.367,2.153,28.92,5378.617,156.725,8.43,71.769,13.49,4.81,6.177,22.82,28.231,0.0,0.01,4.4
Slovakia,2007,5376993.0,113160253049.0,206.629,38428.328,1.826,29.58,5501.216,150.21,7.59,73.265,14.031,4.93,6.844,20.26,26.735,0.0,0.01,4.45
Slovakia,2008,5379127.0,119380219073.0,212.209,39450.379,1.778,29.22,5432.108,153.309,7.43,72.827,13.131,4.57,6.238,21.27,27.173,0.0,0.01,4.04
Slovakia,2009,5385074.0,112760232233.0,192.318,35713.121,1.706,27.24,5058.426,139.675,6.93,73.216,14.137,4.92,7.41,19.0,26.784,0.0,0.01,4.37
Slovakia,2010,5391857.0,118344324253.0,205.5,38113.008,1.736,28.5,5285.749,148.8,6.94,73.053,16.934,5.95,8.314,20.52,26.947,0.02,0.01,5.26
Slovakia,2011,5398105.0,120554965758.0,197.691,36622.363,1.64,29.01,5374.108,141.414,7.87,72.127,14.724,5.0,7.51,20.41,27.873,0.4,0.0,3.78
Slovakia,2012,5404877.0,122144694992.0,189.893,35133.703,1.555,28.69,5308.169,132.598,7.34,70.437,15.717,5.47,8.349,20.96,29.563,0.42,0.01,4.1
Slovakia,2013,5410422.0,122917618179.0,194.587,35965.223,1.583,28.59,5284.246,134.549,6.42,69.822,17.951,6.36,9.315,22.08,30.178,0.59,0.01,4.85
Slovakia,2014,5415238.0,126232947119.0,181.12,33446.344,1.435,28.23,5213.067,121.688,5.39,67.839,18.253,6.24,10.176,21.74,32.161,0.6,0.01,4.21
Slovakia,2015,5420278.0,132755573802.0,182.99,33760.246,1.378,29.01,5352.124,125.02,5.42,68.929,18.012,6.05,9.931,21.2,31.071,0.51,0.01,3.87
Slovakia,2016,5427262.0,135336424966.0,184.744,34039.949,1.365,29.45,5426.309,126.515,5.4,69.137,19.355,6.63,10.577,21.4,30.863,0.53,0.01,4.36
Slovakia,2017,5435702.0,139312659832.0,194.595,35799.367,1.397,30.45,5601.853,136.099,5.8,70.558,19.088,6.54,9.896,21.62,29.442,0.51,0.01,4.32
Slovakia,2018,5443229.0,144927513498.0,191.296,35143.781,1.32,30.34,5573.897,135.674,6.01,71.496,17.168,5.81,9.047,20.65,28.504,0.58,0.01,3.59
Slovakia,2019,5450627.0,148579167627.0,184.849,33913.332,1.244,29.91,5487.442,125.968,6.28,68.793,19.316,6.65,10.549,21.93,31.207,0.59,0.01,4.36
Slovakia,2020,5455028.0,143565091421.0,181.125,33203.387,1.262,28.83,5285.032,121.471,6.22,67.706,19.806,6.85,11.039,22.29,32.294,0.66,0.0,4.52
Slovakia,2021,5442766.0,147892579134.0,195.223,35868.371,1.32,30.47,5598.256,135.072,7.2,69.773,19.772,6.77,10.213,22.5,30.227,0.67,0.0,4.26
Slovakia,2022,5473195.0,150360426456.0,179.893,32867.98,1.196,27.95,5106.707,122.055,4.8,68.405,17.259,5.82,9.672,21.74,31.595,0.65,0.0,3.68
Slovakia,2023,5518057.0,150360426456.0,184.332,33405.191,1.196,26.11,4731.738,118.448,4.49,64.934,19.25,6.71,10.553,25.04,35.066,0.61,0.0,4.69
Slovakia,2024,5506759.0,150360426456.0,181.077,32882.68,1.196,26.56,4823.164,114.557,4.19,63.883,20.255,7.1,11.295,25.33,36.117,0.69,0.0,4.83
Slovenia,1990,1998010.0,36026961823.0,69.149,34608.984,1.919,11.45,5730.702,47.24,4.87,69.125,8.261,2.95,12.088,7.57,30.875,0.0,0.0,2.95
Slovenia,1991,1999191.0,32795388629.0,69.272,34650.098,2.112,10.72,5362.169,44.552,4.18,65.201,10.022,3.61,14.667,8.56,34.799,0.0,0.0,3.61
Slovenia,1992,1995862.0,30913203776.0,64.745,32439.707,2.094,10.53,5275.916,43.356,4.95,67.855,9.508,3.42,14.881,7.39,32.145,0.0,0.0,3.42
Slovenia,1993,1990815.0,31743130038.0,66.603,33455.078,2.098,10.53,5289.291,46.403,4.95,70.497,8.431,3.04,12.808,7.0,29.503,0.0,0.0,3.04
Slovenia,1994,1988262.0,33346742100.0,70.871,35644.629,2.125,10.96,5512.352,47.742,4.88,68.216,9.442,3.4,13.491,8.01,31.784,0.0,0.0,3.4
Slovenia,1995,1988098.0,35684022325.0,74.35,37397.617,2.084,11.25,5658.675,51.174,4.87,69.641,9.033,3.25,12.293,8.03,30.359,0.0,0.0,3.25
Slovenia,1996,1986792.0,36825997171.0,78.02,39269.395,2.119,11.39,5732.86,54.229,4.73,70.345,10.189,3.67,13.217,8.32,29.655,0.0,0.0,3.67
Slovenia,1997,1984404.0,38526556210.0,79.771,40198.957,2.071,11.48,5785.112,56.389,5.07,71.454,8.586,3.09,10.88,8.11,28.546,0.0,0.0,3.09
Slovenia,1998,1980071.0,39631442356.0,79.983,40394.176,2.018,11.8,5959.382,55.54,5.23,70.246,9.583,3.45,12.121,8.49,29.754,0.0,0.0,3.45
Slovenia,1999,1981198.0,41542298475.0,79.097,39923.93,1.904,11.92,6016.562,54.617,4.79,69.892,10.483,3.77,13.415,8.47,30.108,0.0,0.0,3.74
Slovenia,2000,1986817.0,43078787444.0,78.465,39492.625,1.821,12.29,6185.773,53.395,4.95,68.907,10.869,3.9,14.026,8.66,31.093,0.0,0.0,3.83
Slovenia,2001,1989684.0,44148368411.0,82.23,41328.18,1.863,12.71,6387.949,56.028,5.35,68.948,10.711,3.87,13.181,9.13,31.052,0.0,0.0,3.8
Slovenia,2002,1991571.0,45659924240.0,81.8,41073.066,1.792,13.47,6763.505,56.321,5.66,69.651,9.395,3.41,11.619,8.94,30.349,0.0,0.0,3.31
